fitzpatrick_scale,three_partition_label,label,local_filename,md5hash,fitzpatrick_centaur,nine_partition_label,qc,url,url_alphanum
1,non-neoplastic,photodermatoses,fitzpatrick_images\drug_eruption_photosensitivity1.jpg,c014669f72ba3e058c45e9b39366289d,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption_photosensitivity/drug_eruption_photosensitivity1.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptionphotosensitivitydrugeruptionphotosensitivity1jpg.jpg
3,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption37.jpg,02807d858977ad96a5fe45bfacd10755,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption37.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption37jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption2.jpg,80162f5c953c17092ce8c18ed6023668,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption2.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption2jpg.jpg
1,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis74.jpg,d0ab03265959919f905d2d880931d690,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis74.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis74jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\actinic_prurigo3.jpg,679a077b377a07d064a78d1e010fbdb6,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo3.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinicprurigoactinicprurigo3jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis50.jpg,6cdd7da6fa4eab08de9022ad2b284c9f,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis50.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis50jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption2.jpg,628718f485ff1b5e93d3f4f419db44ea,2.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption2jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis73.jpg,d507ee3b2cb5a8e77c184e11b5a67727,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis73.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis73jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\actinic_prurigo2.jpg,9e5024f8237a9f613394c8468d00f753,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo2.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinicprurigoactinicprurigo2jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis43.jpg,a9b343996d7803385c0c4554a622a6af,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis43.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis43jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption45.jpg,ebdbad96b2f94029170f0c5566238e45,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption45.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption45jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption15.jpg,3d52372d6805cb057711f2375dd1d715,2.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption15.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption15jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis11.jpg,de31822a8d68c1d4ead081620e603fff,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis11.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis11jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis56.jpg,24813ef3a09dfaa10ccd4fec64e1b0b5,4.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis56.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis56jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption36.jpg,c3869978c75ac62436fcca2558cc92c8,4.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption36.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption36jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis58.jpg,b07ee4673c596651639dbdc30828feec,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis58.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis58jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\photosensitivity1.jpg,8a929ffa306b59634a4452447d64363c,5.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/photosensitivity/photosensitivity1.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotosensitivityphotosensitivity1jpg.jpg
1,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis47.jpg,3ae0171891b943ef65138f289c5ef5d7,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis47.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis47jpg.jpg
3,non-neoplastic,photodermatoses,fitzpatrick_images\drug_eruption_photosensitivity2.jpg,c0673656a8d3ce41f1386e326c198cf6,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption_photosensitivity/drug_eruption_photosensitivity2.jpg,httpwwwdermaamincomsiteimagesclinicalpicddrugeruptionphotosensitivitydrugeruptionphotosensitivity2jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption27.jpg,67c22c4a5752ed31f1b8cd029b11b935,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption27.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption27jpg.jpg
6,non-neoplastic,photodermatoses,fitzpatrick_images\photosensitivity14.jpg,dc62c178d5e0c4224d1915b6dd002618,5.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/photosensitivity/photosensitivity14.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotosensitivityphotosensitivity14jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption30.jpg,0caaeffa1021a36895d716e493479989,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption30.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption30jpg.jpg
3,non-neoplastic,photodermatoses,fitzpatrick_images\photodermatitis2.jpg,73e337bc592e0756d47339af2bc4076a,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/photodermatitis/photodermatitis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphotodermatitisphotodermatitis2jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis44.jpg,a2e120e58638f88c34e88486a51e2110,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis44.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis44jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption25.jpg,118bd49979d6fb6d06c0c159ad810303,2.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption25.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption25jpg.jpg
1,non-neoplastic,photodermatoses,fitzpatrick_images\phototoxic-eruption35.jpg,b0b382546e613a59632bd4b389eb1bc6,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phototoxic-eruption/phototoxic-eruption35.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphototoxiceruptionphototoxiceruption35jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption71.jpg,b446af303f7296f0c0ff4086276f04f9,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption71.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption71jpg.jpg
3,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption19.jpg,8c40c91e47b7a3371ee65b2507797fdd,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption19.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption19jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis70.jpg,a96d2ce7f6d804cd024c7f7db212804b,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis70.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis70jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption6.jpg,8f4d0cdf5849cec1747a4b19ad820114,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption6.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption6jpg.jpg
3,non-neoplastic,photodermatoses,fitzpatrick_images\phytophotodermatitis72.jpg,eb788fac2ef992d618c1cf702652eaf3,1.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis72.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis72jpg.jpg
4,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption16.jpg,8c532d4615b41526220a14ce8ce5e517,3.0,inflammatory,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption16.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption16jpg.jpg
2,non-neoplastic,photodermatoses,fitzpatrick_images\polymorphic_light_eruption1.jpg,4b50b2118ed292387831348657fbfc2b,3.0,inflammatory,,https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption1.jpg,httpwwwdermaamincomsiteimagesclinicalpicppolymorphiclighteruptionpolymorphiclighteruption1jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma42.jpg,0335f86b43703c613d0678ad8be337b6,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma42.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma42jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma71.jpg,d2bac3c9e4499032ca8e9b07c7d3bc40,3.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma71.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma71jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma49.jpg,600410cdc0fcd7be30fbf4f51f92b7cf,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma49.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma49jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma32.jpg,322b68d37074c1950a21243137800788,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma32.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma32jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma62.jpg,1ca7a0d873e3ebdfbdbe0e22c4d5d485,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma62.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma62jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma44.jpg,c1310fbed87817cbc010298cba09af2f,3.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma44.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma44jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma79.jpg,54ed3d7dfd9a6e606a3653ecc1d92052,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma79.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma79jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma18.jpg,d4d1b34e080afe191fa9cd18fd1830d4,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma18.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma18jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma75.jpg,a9b8d91729eee474193f0ffe3fbfb9c8,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma75.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma75jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma66.jpg,deb7f9173d96ad9562d8957eccaeb2a7,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma66.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma66jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma69.jpg,5d593c0b80c11c11b49d48af12490a10,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma69.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma69jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma26.jpg,f64dc9f426c207b5cf918983cbeebfc2,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma26.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma26jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma67.jpg,f5b3d653b90167017440d0fed9ec6859,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma67.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma67jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma54.jpg,e654f6c8ac970fe75d7fd45967f5c27a,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma54.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma54jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma27.jpg,375d442424a9d97c9eb00d4717602897,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma27.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma27jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma41.jpg,689433a232b85e487ba0bf089792e374,4.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma41.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma41jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma43.jpg,d158f3410028e939551a949b4b34a5f0,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma43.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma43jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma60.jpg,0db67ec1711c7ab9d13c8fef53e527ea,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma60.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma60jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma56.jpg,ccbdf86f338d08dab2803d10d791331d,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma56.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma56jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma22.jpg,155d6961a4ba33aac316c0ed099690fe,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma22.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma22jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma45.jpg,d4745bc61322c928977409d3be613566,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma45.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma45jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma15.jpg,7781a3d68175a687b18a4693a4ee493f,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma15.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma15jpg.jpg
4,benign,dermatofibroma,fitzpatrick_images\dermatofibroma70.jpg,961154706f5938c81e64757ae78fa2d5,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma70.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma70jpg.jpg
4,benign,dermatofibroma,fitzpatrick_images\dermatofibroma58.jpg,7c240ef9f5e1bf6b0ed299d7128c7fe0,4.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma58.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma58jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma35.jpg,7c966614667a9055f244ea4b32b74a15,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma35.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma35jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma76.jpg,0563ffb3690c6de90707a8181f08f66f,-1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma76.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma76jpg.jpg
3,benign,dermatofibroma,fitzpatrick_images\dermatofibroma38.jpg,eb59c26469a2593257987b77965a6a7b,2.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma38.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma38jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma72.jpg,5c95b3d93a9d6649c44b0a275a3a5d64,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma72.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma72jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma83.jpg,21a85638fd9420f2dab59c2fdd3ff49d,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma83.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma83jpg.jpg
1,benign,dermatofibroma,fitzpatrick_images\dermatofibroma34.jpg,58752b78ff77e26b3e0add57ff6811c6,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma34.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma34jpg.jpg
2,benign,dermatofibroma,fitzpatrick_images\dermatofibroma82.jpg,d15aaf8aa0c88f984cc03f7baf5a2256,1.0,benign dermal,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma82.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatofibromadermatofibroma82jpg.jpg
